Uuid,Same as mappings,Void/Retire,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1250
b497171e-0410-4d8d-bbd4-7e1a8f8b504e,,,No,No,No,No,,,Misc,N/A,,,,,,,,,,,
3b75cc72-924b-4d36-8891-95484287495e,,,Unknown,Unknown,Unknown,Unknown,,,Misc,N/A,,,,,,,,,,,
0eda351e-8697-4135-8b0b-b796f9b7faab,,,Do any of the patient's parents and/or siblings have a clef lip cleft palate or facial cleft?,Do any of the patient's parents and/or siblings have a clef lip cleft palate or facial cleft?,Do any of the patient's parents and/or siblings have a clef lip cleft palate or facial cleft?,Do any of the patient's parents and/or siblings have a clef lip cleft palate or facial cleft?,,,Misc,Coded,,a2065636-5326-40f5-aed6-0cc2cca81ccc; b497171e-0410-4d8d-bbd4-7e1a8f8b504e; 3b75cc72-924b-4d36-8891-95484287495e,,,,,,,,,
32c0f853-807c-436b-a496-dad285f5b755,,,HPI,HPI,HPI,HPI,,,Misc,Text,,,,,,,,,,,
4f12ef1f-75f7-488c-acc8-6ceffb135b56,,,Bottle Fed,Bottle Fed,Bottle Fed,Bottle Fed,,,Misc,N/A,,,,,,,,,,,
37b577c9-ede9-47a6-9d37-692454006e7e,,,Breast Fed,Breast Fed,Breast Fed,Breast Fed,,,Misc,N/A,,,,,,,,,,,
e6de075f-b0e3-49ec-8490-bf2a07aad0ae,,,Solids,Solids,Solids,Solids,,,Misc,N/A,,,,,,,,,,,
8018c12a-ec79-48f5-8d6b-0cc8c0d0ba71,,,Diet,Diet,Diet,Diet,,,Misc,Coded,,4f12ef1f-75f7-488c-acc8-6ceffb135b56; 37b577c9-ede9-47a6-9d37-692454006e7e; e6de075f-b0e3-49ec-8490-bf2a07aad0ae,,,,,,,,,
fa926511-b8f9-44d3-9176-7453bac11d08,,,Both,Both,Both,Both,,,Misc,N/A,,,,,,,,,,,
9322ff38-01b7-40dc-900f-02925cf58bc8,,,Liquids,Liquids,Liquids,Liquids,,,Misc,N/A,,,,,,,,,,,
e6de075f-b0e3-49ec-8490-bf2a07aad0ae,,,Solids,Solids,Solids,Solids,,,Misc,N/A,,,,,,,,,,,
75f3c572-74dc-4c71-aa9a-3278dbcd2fb6,,,None,None,None,None,,,Misc,N/A,,,,,,,,,,,
63c0bacb-f30f-4985-b637-8e8e96631f58,,,Nasal Regurgitation,Nasal Regurgitation,Nasal Regurgitation,Nasal Regurgitation,,,Misc,Coded,,fa926511-b8f9-44d3-9176-7453bac11d08; 9322ff38-01b7-40dc-900f-02925cf58bc8; e6de075f-b0e3-49ec-8490-bf2a07aad0ae; 75f3c572-74dc-4c71-aa9a-3278dbcd2fb6,,,,,,,,,
a899fe8a-cce6-4f4c-9037-a95a15522b9d,,,Cleft Lip/Palate - History,Cleft Lip/Palate - History,Cleft Lip/Palate - History,Cleft Lip/Palate - History,,,ConvSet,N/A,,,5fe2d7e4-e821-41fa-af06-cbf75fc4ea1c; 0eda351e-8697-4135-8b0b-b796f9b7faab; 32c0f853-807c-436b-a496-dad285f5b755; 8018c12a-ec79-48f5-8d6b-0cc8c0d0ba71; 63c0bacb-f30f-4985-b637-8e8e96631f58,,,,,,,,
