Uuid,Same as mappings,Void/Retire,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1250
acae61a9-be69-4995-992f-ce6a3dc6fdf0,,,Anesthesia,Anesthesia,Anesthesia,Anesthesia,,,Misc,Coded,,e8fe988f-53f5-4a87-9a04-8208a037b284; 05e9b87f-49cb-4aa0-88c6-51edc7afb65c; 4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f; 777228ce-5230-4f00-81db-739d36872d5c; 72516972-735d-4514-a92c-dab2eca10d32; 362bd11e-e83b-4aa4-8b23-8a3ead9908a4; e6f8635c-ef6d-4cd5-94a0-ec24888ae51d,,,,,,,,,
23e8265f-ff3a-439d-91c9-f1e867d24a56,,,(Enter additional equipment in comments),(Enter additional equipment in comments),(Enter additional equipment in comments),(Enter additional equipment in comments),,,Misc,N/A,,,,,,,,,,,
85241502-ebea-491a-b85d-055380c5beb7,,,cleft left,cleft left,cleft left,cleft left,,,Misc,N/A,,,,,,,,,,,
1e1f19ef-4e15-11e4-8a57-0800271c1b75,,,Cleft Palate,Cleft Palate,Cleft Palate,Cleft Palate,,,Misc,N/A,,,,,,,,,,,
c3e03426-3f10-11e4-adec-0800271c1b75,,,Face,Face,Face,Face,,,ConvSet,N/A,,,,,,,,,,,
18fc88c9-9380-4bea-8ad5-9ecdaa413bf6,,,general plastics,general plastics,general plastics,general plastics,,,Misc,N/A,,,,,,,,,,,
609efa30-cb86-4ce7-be1f-6adb16351565,,,microsurgery,microsurgery,microsurgery,microsurgery,,,Misc,N/A,,,,,,,,,,,
a60eca79-63d9-4704-97ea-e91b5cab17a5,,,myringotomy,myringotomy,myringotomy,myringotomy,,,Misc,N/A,,,,,,,,,,,
c1a304ab-c1c8-4b5d-8080-560dc47105eb,,,Cleft Lip/Palate Instrument Tray,Cleft Lip/Palate Instrument Tray,Cleft Lip/Palate Instrument Tray,Cleft Lip/Palate Instrument Tray,,,Misc,Coded,,23e8265f-ff3a-439d-91c9-f1e867d24a56; 85241502-ebea-491a-b85d-055380c5beb7; 1e1f19ef-4e15-11e4-8a57-0800271c1b75; c3e03426-3f10-11e4-adec-0800271c1b75; 18fc88c9-9380-4bea-8ad5-9ecdaa413bf6; 609efa30-cb86-4ce7-be1f-6adb16351565; a60eca79-63d9-4704-97ea-e91b5cab17a5,,,,,,,,,
183048a7-0ae7-4549-8460-8ac50d415e3d,,,Admit Date,Admit Date,Admit Date,Admit Date,,,Misc,Date,,,,,,,,,,,
3b72d5ef-d63c-498a-9e01-bbf713020286,,,Surgery Date,Surgery Date,Surgery Date,Surgery Date,,,Misc,Date,,,,,,,,,,,
2e421ae8-fa2f-4188-84d9-eab43af28aac,,,Lactation,Lactation,Lactation,Lactation,,,Misc,N/A,,,,,,,,,,,
4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f,,,Other Answer,Other Answer,Other Answer,Other Answer,,,Misc,N/A,,,,,,,,,,,
134b2120-55fc-4b10-ac8f-6803a6fd3927,,,Pediatrics,Pediatrics,Pediatrics,Pediatrics,,,Misc,N/A,,,,,,,,,,,
0f533967-e919-43bd-b011-a40c7d899cb0,,,Social Work,Social Work,Social Work,Social Work,,,Misc,N/A,,,,,,,,,,,
37b0aecd-12d0-4fc9-b090-5f2658ee8638,,,PT,PT,PT,PT,,,LabTest,Numeric,,,,,,,,,,,
f9565d4e-41e8-4758-aba9-aa4728b92309,,,Plastic,Plastic,Plastic,Plastic,,,Misc,N/A,,,,,,,,,,,
cd03443c-0869-4f30-8eb3-40f485f11e56,,,Consult (Click all that apply),Consult (Click all that apply),Consult (Click all that apply),Consult (Click all that apply),,,Misc,Coded,,2e421ae8-fa2f-4188-84d9-eab43af28aac; 4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f; 134b2120-55fc-4b10-ac8f-6803a6fd3927; 0f533967-e919-43bd-b011-a40c7d899cb0; 37b0aecd-12d0-4fc9-b090-5f2658ee8638; f9565d4e-41e8-4758-aba9-aa4728b92309,,,,,,,,,
75778ebd-7cc9-473a-882f-e3536fc19aef,,,Drug Level (comment),Drug Level (comment),Drug Level (comment),Drug Level (comment),,,Misc,N/A,,,,,,,,,,,
29920b11-008f-430f-b1c4-222a9fc9264a,,,HBV,HBV,HBV,HBV,,,Misc,N/A,,,,,,,,,,,
50b96e53-acfa-4498-b702-5b926382a801,,,Hgb/Hct/Plt,Hgb/Hct/Plt,Hgb/Hct/Plt,Hgb/Hct/Plt,,,Misc,N/A,,,,,,,,,,,
ec41264d-e82e-4356-a7d2-7c1ff6c90abe,,,HIV,HIV,HIV,HIV,,,Misc,N/A,,,,,,,,,,,
1380f68d-530c-4a85-8e88-5213aa111b0a,,,Malaria Smear (q12h x 3 if from endemic region),Malaria Smear (q12h x 3 if from endemic region),Malaria Smear (q12h x 3 if from endemic region),Malaria Smear (q12h x 3 if from endemic region),,,Misc,N/A,,,,,,,,,,,
4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f,,,Other Answer,Other Answer,Other Answer,Other Answer,,,Misc,N/A,,,,,,,,,,,
279583bf-70d4-40b5-82e9-6cb29fbe00b4,,,Pregnancy,Pregnancy,Pregnancy,Pregnancy,,,Misc,N/A,,,,,,,,,,,
e9adb738-c5e0-4bd1-8873-f11c77acc01a,,,Sickle Cell Test,Sickle Cell Test,Sickle Cell Test,Sickle Cell Test,,,Misc,N/A,,,,,,,,,,,
2b256b40-211b-43dc-9831-a5c17b6d3466,,,U/A,U/A,U/A,U/A,,,Misc,N/A,,,,,,,,,,,
58a0b7e7-a1c4-4834-b9cf-37b280e3ce66,,,T&C for blood  ____ units,T&C for blood  ____ units,T&C for blood  ____ units,T&C for blood  ____ units,,,Misc,N/A,,,,,,,,,,,
e1fd001a-18d4-4496-8dc6-ff53536966cc,,,Lab (Click all that apply),Lab (Click all that apply),Lab (Click all that apply),Lab (Click all that apply),,,Misc,Coded,,75778ebd-7cc9-473a-882f-e3536fc19aef; 29920b11-008f-430f-b1c4-222a9fc9264a; 50b96e53-acfa-4498-b702-5b926382a801; ec41264d-e82e-4356-a7d2-7c1ff6c90abe; 1380f68d-530c-4a85-8e88-5213aa111b0a; 4fdc5b5b-ff7a-4bdf-920f-92276ef6c07f; 279583bf-70d4-40b5-82e9-6cb29fbe00b4; e9adb738-c5e0-4bd1-8873-f11c77acc01a; 2b256b40-211b-43dc-9831-a5c17b6d3466; 58a0b7e7-a1c4-4834-b9cf-37b280e3ce66,,,,,,,,,
c90cb1e5-ad70-4a8a-aaf8-174c19c7a71a,,,Cleft Lip/Palate - Plan,Cleft Lip/Palate - Plan,Cleft Lip/Palate - Plan,Cleft Lip/Palate - Plan,,,ConvSet,N/A,,,2023be53-7175-4b74-b502-95a9a7faf8c4; 3756342f-7652-4025-9a62-dd1bb5cfc6d1; 68246290-9f28-4092-b6e2-e0ec92175769; cfa29909-9de7-4a8d-9aa0-2225560432f7; acae61a9-be69-4995-992f-ce6a3dc6fdf0; c1a304ab-c1c8-4b5d-8080-560dc47105eb; 183048a7-0ae7-4549-8460-8ac50d415e3d; 3b72d5ef-d63c-498a-9e01-bbf713020286; cd03443c-0869-4f30-8eb3-40f485f11e56; e1fd001a-18d4-4496-8dc6-ff53536966cc,,,,,,,,
